page,release_date,title,release_document_id
123,8 March 2024,Special Release 3 - For Mechanical and Electrical Works Malaysia,8572
123,29 February 2024,Monthly Statistical Bulletin Malaysia December 2023,8569
123,28 February 2024,"External Trade Indices, January 2024",8549
123,27 February 2024,Publication,8566
123,27 February 2024,Producer Price Index Malaysia January 2024,8502
123,26 February 2024,MyCensus 2020: Mukim/ Town/ Pekan,8514
123,23 February 2024,"Labour Market Review (LMR), Q4 2023",8488
123,23 February 2024,"MALAYSIAN ECONOMIC INDICATORS  LEADING, COINCIDENT & LAGGING INDEXES DECEMBER 2023",8455
124,23 February 2024,"MALAYSIAN ECONOMIC INDICATORS  LEADING, COINCIDENT & LAGGING INDEXES DECEMBER 2023",8455
124,22 February 2024,Labour Productivity Fourth Quarter 2023,8435
124,21 February 2024,"Manufacturing Industry Capacity Utilisation Statistics, Fourth Quarter 2023",8412
124,21 February 2024,"Person with Disability Statistics, Malaysia, 2022",8410
124,20 February 2024,"Malaysia External Trade Statistics Publication, Jan 2024",8555
124,20 February 2024,"Malaysia External Trade Statistics, January 2024",8356
124,16 February 2024,"Malaysia International Investment Position, Fourth Quarter 2023",8326
124,16 February 2024,Publication GDP Fourth Quarter 2023,8317
124,16 February 2024,"Quarterly Balance of Payments, Fourth Quarter 2023",8352
124,15 February 2024,"Employment Statistics, Q4 2023",8302
125,13 February 2024,Construction Statistics Fourth Quarter 2023,8268
125,13 February 2024,Special Release 3 - For Mechanical and Electrical Works Malaysia,8241
125,13 February 2024,Special Release 2 - For Building and Structural Works Sabah and Sarawak,8245
125,13 February 2024,Special Release 2 - For Building and Structural Works,8249
125,13 February 2024,Special Release 1 - For Civil Engineering Works Peninsular Malaysia,8257
125,13 February 2024,Special Release 1 - For Civil Engineering Works Sabah and Sarawak,8253
125,9 February 2024,"Monthly Rubber Statistics, December 2023",8207
125,9 February 2024,"LABOUR FORCE MALAYSIA, DECEMBER 2023",8200
125,9 February 2024,"Principal Statistics of Labour Force, Malaysia, Fourth Quarter 2023",8227
125,8 February 2024,VOLUME INDEX OF SERVICES (2015=100) FOURTH QUARTER 2023,8158
126,8 February 2024,VOLUME INDEX OF SERVICES (2015=100) FOURTH QUARTER 2023,8158
126,8 February 2024,"Quarterly Services Statistics, Q4 2023",8165
126,8 February 2024,Publication - Volume Index of Wholesale & Retail Trade Fourth Quarter 2023,8168
126,7 February 2024,Index of Industrial Production Malaysia,8150
126,7 February 2024,"Monthly Manufacturing Statistics, December 2023",8147
126,7 February 2024,SERVICES PRODUCER PRICE INDEX Q4 2023,8114
126,31 January 2024,"Malaysian Economic Statistics Review (MESR), Volume 1/2024",8110
126,31 January 2024,"Monthly Statistical Bulletin Malaysia, November 2023",8108
126,29 January 2024,PRODUCER PRICE INDEX MALAYSIA DICEMBER 2023,8094
126,26 January 2024,"External Trade Indices, December 2023",8052
127,24 January 2024,"Employee Wages Statistics (Formal Sector) Report, Third Quarter 2023",8021
127,24 January 2024,"MALAYSIAN ECONOMIC INDICATORS  LEADING, COINCIDENT & LAGGING INDEXES NOVEMBER 2023",8009
127,22 January 2024,"Consumer Price Index Malaysia, December 2023",7997
127,19 January 2024,"Malaysia External Trade Statistics Publication, December 2023",8066
127,19 January 2024,"Malaysia External Trade Statistics, December 2023",7973
127,19 January 2024,Publication Advance GDP Estimates Fourth Quarter 2023,7984
127,12 January 2024,Special Release 1 - For Civil Engineering Works Peninsular Malaysia,7920
127,12 January 2024,Special Release 3 - For Mechanical and Electrical Works Malaysia,7931
127,12 January 2024,Special Release 1 - For Civil Engineering Works Sabah and Sarawak,7927
127,12 January 2024,"Monthly Rubber Statistics, November 2023",7916
128,12 January 2024,Special Release 1 - For Civil Engineering Works Peninsular Malaysia,7920
128,12 January 2024,"Monthly Rubber Statistics, November 2023",7916
128,11 January 2024,"Monthly Manufacturing Statistics, November 2023",7907
128,11 January 2024,Index of Industrial Production Malaysia,7899
128,11 January 2024,"Publication Performance of Wholesale & Retail Trade, November 2023",7878
128,10 January 2024,"LABOUR FORCE STATISTICS, NOVEMBER 2023",7868
128,29 December 2023,"Monthly Statistical Bulletin Malaysia Publication, October 2023",7852
128,29 December 2023,"Malaysian Economic Statistics Review (MESR), Volume 12/2023",7949
128,28 December 2023,"External Trade Indices, November 2023",7835
128,27 December 2023,PRODUCER PRICE INDEX MALAYSIA NOVEMBER 2023,7817
129,22 December 2023,"Consumer Price Index Malaysia, November 2023",7802
129,22 December 2023,"MALAYSIAN ECONOMIC INDICATORS  LEADING, COINCIDENT & LAGGING INDEXES OCTOBER 2023",7805
129,21 December 2023,Regional Tourism Satellite Account (RTSA) Sabah 2022,7758
129,20 December 2023,"Statistics Yearbook, Sabah, 2022",7778
129,20 December 2023,"Statistics Yearbook, Sarawak, 2022",7776
129,19 December 2023,"Malaysia External Trade Statistics Publication, November 2023",7841
129,19 December 2023,BUMIPUTERA STATISTISTICS 2023,7725
129,19 December 2023,"Malaysia External Trade Statistics,November 2023",7738
129,19 December 2023,National Economic Accounts of Malaysia 2021,7747
129,19 December 2023,"BULLETIN MALAYSIA""S DOMESTIC TOURISM SURVEY THIRD QUARTER 2023",7752
130,15 December 2023,"Environment Statistics, Kedah, 2023",7692
130,15 December 2023,"Environment Statistics, Kelantan, 2023",7693
130,15 December 2023,"Environment Statistics, Melaka, 2023",7694
130,15 December 2023,"Environment Statistics, Negeri Sembilan, 2023",7695
130,15 December 2023,"Environment Statistics, Pahang, 2023",7696
130,15 December 2023,"Environment Statistics, Perak, 2023",7697
130,15 December 2023,"Environment Statistics, Perlis, 2023",7698
130,15 December 2023,"Environment Statistics, Pulau Pinang, 2023",7699
130,15 December 2023,"Environment Statistics, Sabah, 2023",7700
130,15 December 2023,Publication Mining of Petroleum and Natural Gas Q32023,7646
131,15 December 2023,"Environment Statistics, Perak, 2023",7697
131,15 December 2023,"Environment Statistics, Pahang, 2023",7696
131,15 December 2023,"Environment Statistics, Negeri Sembilan, 2023",7695
131,15 December 2023,"Environment Statistics, Melaka, 2023",7694
131,15 December 2023,"Environment Statistics, Kelantan, 2023",7693
131,15 December 2023,"Environment Statistics, Kedah, 2023",7692
131,14 December 2023,"Annual Economic Statistics, Employment and Salaries & Wages Statistics",7626
131,13 December 2023,"Statistics on Women Empowerment In Selected Domains, Malaysia",7872
131,11 December 2023,Index of Industrial Production Malaysia,7535
131,11 December 2023,Malaysia Human Development Index 2022,7532
132,11 December 2023,Index of Industrial Production Malaysia,7535
132,11 December 2023,"Monthly Manufacturing Statistics, October 2023",7555
132,8 December 2023,Special Release 1 - For Civil Engineering Works Sabah and Sarawak,7407
132,8 December 2023,"Monthly Rubber Statistics, October 2023",7479
132,8 December 2023,"LABOUR FORCE MALAYSIA, OCTOBER 2023",7487
132,8 December 2023,Special Release 1 - For Civil Engineering Works Peninsular Malaysia,7403
132,8 December 2023,Special Release 2 - For Building and Structural Works,7394
132,8 December 2023,Special Release 2 - For Building and Structural Works Sabah and Sarawak,7411
132,8 December 2023,Special Release 3 - For Mechanical and Electrical Works Malaysia,7415
132,7 December 2023,SDG Indicators Malaysia 2022 (Planet),7424
133,7 December 2023,"SDG Indicator Pahang, 2022",7449
133,7 December 2023,"SDG Indicator Negeri Sembilan, 2022",7448
133,7 December 2023,"SDG Indicator Melaka, 2022",7447
133,7 December 2023,"SDG Indicator Kelantan, 2022",7446
133,7 December 2023,"SDG Indicator Kedah, 2022",7445
133,7 December 2023,SDG Indicators Malaysia 2022 (Prosperity),7423
133,7 December 2023,SDG Indicators Malaysia 2022 (Executive Summary),7420
133,7 December 2023,SDG Indicators Malaysia 2022 (People),7422
133,7 December 2023,"SDG Indicator Johor, 2022",7444
133,7 December 2023,SDG Indicators Malaysia 2022 (Peace & Partnership),7425
134,7 December 2023,"SDG Indicator Perlis, 2022",7451
134,7 December 2023,"SDG Indicator Perak, 2022",7450
134,7 December 2023,"SDG Indicator W.P. Putrajaya, 2022",7460
134,7 December 2023,"SDG Indicator W.P. Labuan, 2022",7459
134,7 December 2023,"SDG Indicator W.P. Kuala Lumpur, 2022",7458
134,7 December 2023,"SDG Indicator Terengganu, 2022",7457
134,7 December 2023,"SDG Indicator Sabah, 2022",7453
134,7 December 2023,"SDG Indicator Selangor, 2022",7456
134,7 December 2023,"SDG Indicator Pulau Pinang, 2022",7452
134,7 December 2023,"SDG Indicator Sarawak, 2022",7455
135,1 December 2023,Malaysian Well-being Index 2022,7558
135,30 November 2023,"Monthly Statistical Bulletin Malaysia, September 2023",7562
135,30 November 2023,"Employee Wages Statistics (Formal Sector) Report, Second Quarter 2023",7708
135,30 November 2023,"Manufacturing Industry Capacity Utilisation Statistics, Third Quarter 2023",7353
135,30 November 2023,"Malaysian Economic Statistics Review (MESR), Volume 11/2023",7371
135,29 November 2023,Malaysia Digital Economy 2023 (Publication),7318
135,28 November 2023,PRODUCER PRICE INDEX MALAYSIA OCTOBER 2023,7247
135,28 November 2023,"External Trade Indices, October 2023",7233
135,27 November 2023,MY LOCAL STATS 2022,7169
135,24 November 2023,"Consumer Price Index Malaysia, October 2023",7118
136,24 November 2023,"Compendium of Environment Statistics (CES), Malaysia, 2023",7112
136,24 November 2023,"Consumer Price Index Malaysia, October 2023",7118
136,24 November 2023,"MALAYSIAN ECONOMIC INDICATORS  LEADING, COINCIDENT & LAGGING INDEXES SEPTEMBER 2023",7136
136,23 November 2023,MARRIAGE AND DIVORCE STATISTICS MALAYSIA 2023,7390
136,23 November 2023,"Labour Productivity, Third Quarter 2023",7099
136,23 November 2023,Business Tendency Statistics Q4 2023,7164
136,20 November 2023,Graduates Statistics 2022,6946
136,20 November 2023,"Malaysia External Trade Statistics, October 2023",6961
136,20 November 2023,"Malaysia External Trade Statistics Publication, October 2023",7252
136,17 November 2023,Publication GDP Third Quarter 2023,6917
137,17 November 2023,"Malaysia International Investment Position, Third Quarter 2023",6939
137,17 November 2023,"Quarterly Balance of Payments, Third Quarter 2023",6943
