site,theme,subtheme,id,title,data_as_of,data_source,link_csv,link_parquet,has_editions,description
data.gov.my,Economic Sectors,Manufacturing,ipi_3d,IPI by Group (3 digit),2026-05,DOSM,https://storage.dosm.gov.my/ipi/ipi_3d.csv,https://storage.dosm.gov.my/ipi/ipi_3d.parquet,no,Real output of the three main industrial sectors by MSIC group (3 digit). The table provides a preview of the full dataset using the latest month of data only.
data.gov.my,Economic Sectors,Manufacturing,ipi_5d,IPI by Item (5 digit),2026-05,DOSM,https://storage.dosm.gov.my/ipi/ipi_5d.csv,https://storage.dosm.gov.my/ipi/ipi_5d.parquet,no,Real output of the three main industrial sectors by MSIC item (5 digit). The table provides a preview of the full dataset using the latest month of data only.
data.gov.my,Economic Sectors,Manufacturing,ipi_export,IPI for Export-Oriented Divisions (2 digit),2026-05,DOSM,https://storage.dosm.gov.my/ipi/ipi_export.csv,https://storage.dosm.gov.my/ipi/ipi_export.parquet,no,Real output of the three main industrial sectors for specific MSIC divisions (2 digit) which are critical for Malaysia's export performance. The table provides a preview of the full dataset using the latest month of data only.
data.gov.my,Economic Sectors,Manufacturing,ipi_domestic,IPI for Domestic-Oriented Divisions (2 digit),2026-05,DOSM,https://storage.dosm.gov.my/ipi/ipi_domestic.csv,https://storage.dosm.gov.my/ipi/ipi_domestic.parquet,no,Real output of the three main industrial sectors for specific MSIC divisions (2 digit) which are critical for Malaysia's domestic economic performance. The table provides a preview of the full dataset using the latest month of data only.
data.gov.my,Economic Sectors,Agriculture,crops_state,Crop Area and Production by State,2022,MAFS; DOA; DOSM,https://storage.data.gov.my/agriculture/crops_state.csv,https://storage.data.gov.my/agriculture/crops_state.parquet,no,"Production and planted area of crops by state from 2017 to 2022, broken down by crop type."
data.gov.my,Economic Sectors,Agriculture,crops_district_area,Crop Area by District,2022,MAFS; DOA; DOSM,https://storage.data.gov.my/agriculture/crops_district_area.csv,https://storage.data.gov.my/agriculture/crops_district_area.parquet,no,"Planted area of crops by district, broken down by crop type and species. The table shows a preview of the dataset using the first 100 rows only, as the full dataset is over 10,000 rows in size."
data.gov.my,Economic Sectors,Agriculture,crops_district_production,Crop Production by District,2022,MAFS; DOA; DOSM,https://storage.data.gov.my/agriculture/crops_district_production.csv,https://storage.data.gov.my/agriculture/crops_district_production.parquet,no,"Production of crops by district, broken down by crop type and species. The table shows a preview of the dataset using the first 100 rows only, as the full dataset is over 10,000 rows in size."
data.gov.my,Economic Sectors,Agriculture,timber_production,Production of Major Timber Products by State,2021,Perhutanan; DOSM,https://storage.data.gov.my/agriculture/timber_products.csv,https://storage.data.gov.my/agriculture/timber_products.parquet,no,"Production of major timber products by state from 2000 to 2021, broken down by product type."
data.gov.my,Economic Sectors,Agriculture,fish_landings,Monthly Landings of Marine Fish by State,2023-12,Perikanan,https://storage.data.gov.my/agriculture/fish_landings.csv,https://storage.data.gov.my/agriculture/fish_landings.parquet,no,Monthly landings of marine fish by state and coast from 2018 to 2023.
data.gov.my,Economic Sectors,Mining & Quarrying,mineral_extraction,Extraction of Minerals by State and Commodity,2021,JMG; DOSM,https://storage.data.gov.my/mining/mineral_extraction.csv,https://storage.data.gov.my/mining/mineral_extraction.parquet,no,Annual extraction of mineral commodities by state from 2016 to 2021.
data.gov.my,Economic Sectors,External Trade,trade_headline,Headline Monthly Trade in Goods,2026-06,DOSM,https://storage.dosm.gov.my/trade/trade_headline.csv,https://storage.dosm.gov.my/trade/trade_headline.parquet,no,"Monthly exports, imports, total trade, and trade balance statistics for Malaysia."
data.gov.my,Economic Sectors,External Trade,trade_sitc_1d,Monthly Trade by SITC Section (1 digit),2026-06,DOSM,https://storage.dosm.gov.my/trade/trade_sitc_1d.csv,https://storage.dosm.gov.my/trade/trade_sitc_1d.parquet,no,Monthly exports and imports by SITC commodity sections.
data.gov.my,Economic Sectors,External Trade,trade_enduse_bec,Monthly Retained Imports by End Use and BEC,2026-06,DOSM,https://storage.dosm.gov.my/trade/trade_enduse_bec.csv,https://storage.dosm.gov.my/trade/trade_enduse_bec.parquet,no,Monthly retained imports by end use and Broad Economic Categories (BEC).
data.gov.my,Statistical Indicators,SDG Indicators,sdg_03-3-1,"SDG 03-3-1: HIV Incidence per 1,000 Uninfected Population",2022,MOH,https://storage.dosm.gov.my/sdg/sdg_03-3-1.csv,https://storage.dosm.gov.my/sdg/sdg_03-3-1.parquet,no,"Number of new HIV infections per 1,000 uninfected population by sex, as per the specifications of SDG Indicator 3-3-1."
data.gov.my,Statistical Indicators,SDG Indicators,sdg_04-6-1,SDG 04-6-1: Proficiency in Functional Literacy and Numeracy,2022,DOSM,https://storage.dosm.gov.my/sdg/sdg_04-6-1.csv,https://storage.dosm.gov.my/sdg/sdg_04-6-1.parquet,no,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy and numeracy skills by state and sex, as per the specifications of SDG Indicator 4-6-1."
data.gov.my,Statistical Indicators,SDG Indicators,sdg_10-c-1,SDG 10-C-1: Remittance Costs as a % of the Amount Remitted,2022,DOSM; BNM,https://storage.dosm.gov.my/sdg/sdg_10-c-1.csv,https://storage.dosm.gov.my/sdg/sdg_10-c-1.parquet,no,"Annual data on remittance costs as a proportion of the amount remitted, as per the specifications of SDG Indicator 10-C-1."
data.gov.my,Statistical Indicators,SDG Indicators,sdg_16-1-1,SDG 16-1-1: Victims of Intentional Homicide,2022,PDRM,https://storage.dosm.gov.my/sdg/sdg_16-1-1.csv,https://storage.dosm.gov.my/sdg/sdg_16-1-1.parquet,no,"Number of victims of intentional homicide per 100,000 population by sex, as per the specifications of SDG Indicator 16-1-1."
data.gov.my,Statistical Indicators,SDG Indicators,sdg_16-2-2,SDG 16-2-2: Victims of Human Trafficking,2022,KDN,https://storage.dosm.gov.my/sdg/sdg_16-2-2.csv,https://storage.dosm.gov.my/sdg/sdg_16-2-2.parquet,no,"Number of victims of human trafficking per 100,000 population by sex, age, and form of exploitation, as per the specifications of SDG Indicator 16-2-2."
data.gov.my,Statistical Indicators,Economic Indicators,economic_indicators,Malaysian Economic Indicators,2026-05,DOSM,https://storage.dosm.gov.my/mei/mei.csv,https://storage.dosm.gov.my/mei/mei.parquet,no,"Indices for the purpose of monitoring Malaysia's economic situation on a monthly basis, consisting of leading, lagging, and coincidence indicators."
data.gov.my,Data Dictionaries,International,currency_codes,Currency Codes (ISO 4217),2025,JDN,https://storage.dosm.gov.my/dictionaries/currency_codes.csv,https://storage.data.gov.my/finsector/exr/currency_codes.parquet,no,ISO 4127-compliant lookup for currency codes used on the site.
data.gov.my,Data Dictionaries,National,msic,MSIC,2008,DOSM,https://storage.dosm.gov.my/dictionaries/msic.csv,https://storage.dosm.gov.my/dictionaries/msic.parquet,no,"This table provides a complete lookup for the MSIC (Malaysian Standard Industrial Classification) 2008, as applied and used in data publications in Malaysia. The MSIC is primarily used by the Department of Statistics Malaysia (DOSM), for the purpose of categorising economic data, such as during the production of GDP data."
data.gov.my,Data Dictionaries,National,poskod,Postcode Dataset,2026-06,MCMC,https://storage.data.gov.my/dictionaries/postcodes.csv,https://storage.data.gov.my/dictionaries/postcodes.parquet,no,"This dataset contains a list of postcodes in Malaysia, associated with their respective cities and states. Postcodes are a series of numbers (or letters) added to a mailing address to facilitate the sorting and delivery of mail by postal and courier services. Each postcode is assigned to a specific zone, area, or district, helping to ensure efficient mail delivery."
data.gov.my,Data Dictionaries,National,mcoicop,MCOICOP,2018,DOSM,https://storage.dosm.gov.my/dictionaries/mcoicop.csv,https://storage.dosm.gov.my/dictionaries/mcoicop.parquet,no,"This table provides a complete lookup for 2, 3, 4, and 5-digit codes under Malaysia's COICOP (Classification of Individual Consumption According to Purpose), as applied and used in data publications in Malaysia. The MCOICOP is primarily used by the Department of Statistics Malaysia (DOSM), for instance when categorising and analysing consumer price inflation."
data.gov.my,Data Dictionaries,National,sitc,SITC,2006,DOSM,https://storage.dosm.gov.my/dictionaries/sitc.csv,https://storage.dosm.gov.my/dictionaries/sitc.parquet,no,"This table provides a partial lookup for codes under the Standard International Trade Classification (SITC) Revision 4, as applied and used by publications in Malaysia. The SITC is primarily used by the Department of Statistics Malaysia (DOSM), for instance when categorising and analysing external trade and commodity data."
data.gov.my,Data Dictionaries,National,sitc_sop,SITC: Stage of Processing,2006,DOSM,https://storage.dosm.gov.my/dictionaries/sitc_sop.csv,https://storage.dosm.gov.my/dictionaries/sitc_sop.parquet,no,"This table provides a complete lookup for the classification of stage of processing, as applied and used by publications in Malaysia, primarily by DOSM."
data.gov.my,Data Dictionaries,National,bec,Broad Economic Categories (BEC),2026-03,DOSM,https://storage.dosm.gov.my/dictionaries/bec.csv,https://storage.dosm.gov.my/dictionaries/bec.parquet,no,"This table provides a lookup for codes under the Broad Economic Categories (BEC) classification, as applied and used by publications in Malaysia. The BEC is primarily used by the Department of Statistics Malaysia (DOSM), for instance when categorising and analysing imports by end-use."
data.gov.my,Data Dictionaries,Internal,lookup_federal_finance,Lookup Table: Federal Finance,2024-01,JANM,https://storage.data.gov.my/publicadmin/federal_finance_lookup.csv,https://storage.data.gov.my/publicadmin/federal_finance_lookup.parquet,no,"Lookup table, to be left-joined against category and variable name in the other Federal Government Finance datasets if specified."
data.gov.my,Data Dictionaries,Internal,lookup_money_banking,Lookup Table: Money & Banking,2024-01,BNM,https://storage.data.gov.my/finsector/money_banking_lookup.csv,https://storage.data.gov.my/finsector/money_banking_lookup.parquet,no,"Lookup table, to be left-joined against variable name in the other Money and Banking datasets if specified."
data.gov.my,Data Dictionaries,Others,almanak_astronomi,Astronomy Almanac ,2026-04-01 16:11:00.000 +08:00,MYSA,https://storage.data.gov.my/publicadmin/alamanak_astronomi.csv,https://storage.data.gov.my/publicadmin/alamanak_astronomi.parquet,no,"This dataset provides information on astronomical phenomena observable from Malaysia, including the phases of the Moon, the Moon's perigee and apogee, Earth's perihelion and aphelion, meteor showers, planetary elongations, the solstices, equinoxes, and other related astronomical events. The data are calculated using Kuala Lumpur as the reference location and Malaysia Time (MYT, UTC+8), based on internationally recognized astronomical sources. This almanac is intended to support astronomical observations, education, and the planning of astronomy-related activities."
data.gov.my,Metadata,Site Metrics,usage_metrics,Daily Usage Metrics for data.gov.my,2026-08-13 23:59,JDN; KD,https://storage.data.gov.my/metrics/metrics_agg.csv,https://storage.data.gov.my/metrics/metrics_agg.parquet,no,"Total views, OpenAPI hits, and downloads for data.gov.my"
data.gov.my,Metadata,Site Metrics,usage_metrics_openapi,Daily OpenAPI Hits by Endpoint,2026-08-13 23:59,JDN; KD,https://storage.data.gov.my/metrics/metrics_openapi.csv,https://storage.data.gov.my/metrics/metrics_openapi.parquet,no,"Daily GET requests made to api.data.gov.my, disaggregated by endpoint."
data.gov.my,Metadata,Site Metrics,usage_metrics_openapi_cumul,Cumulative OpenAPI Hits by Endpoint,2026-08-13 23:59,JDN; KD,https://storage.data.gov.my/metrics/metrics_openapi_cumul.csv,https://storage.data.gov.my/metrics/metrics_openapi_cumul.parquet,no,"Total GET requests made to api.data.gov.my, disaggregated by endpoint."
data.gov.my,Metadata,Site Metrics,metrics_content,Number of Datasets on data.gov.my,2026-08-13 23:59,JDN; KD,https://storage.data.gov.my/metrics/metrics_content.csv,https://storage.data.gov.my/metrics/metrics_content.parquet,no,Monthly and cumulative number of datasets published via the data catalogue
data.gov.my,Metadata,Site Metrics,metrics_dataset_cumul,Cumulative Views and Downloads by Dataset,2026-08-13 23:59,JDN; KD,https://storage.data.gov.my/metrics/metrics_dataset_cumul.csv,https://storage.data.gov.my/metrics/metrics_dataset_cumul.parquet,no,"Total views and downloads of datasets on data.gov.my, disaggregated by dataset."
data.gov.my,Metadata,Site Content,datasets,List of Datasets on data.gov.my,2026-08-13 23:59,JDN; KD,https://storage.data.gov.my/metrics/dataset_list.csv,https://storage.data.gov.my/metrics/dataset_list.parquet,no,List of datasets published via the data catalogue
data.gov.my,Metadata,Site Content,arc_dosm,DOSM's Advance Release Calendar,2026-08-16 08:00,DOSM,https://storage.dosm.gov.my/meta/arc.csv,https://storage.dosm.gov.my/meta/arc.parquet,no,Release date and metadata for all DOSM's publications in 2026.
github:dosm-malaysia/data-open,datasets,,datasets/census/census_district.csv,census_district.csv,,DOSM,https://raw.githubusercontent.com/dosm-malaysia/data-open/main/datasets/census/census_district.csv,,no,171875 bytes
github:dosm-malaysia/data-open,datasets,,datasets/census/census_dun.csv,census_dun.csv,,DOSM,https://raw.githubusercontent.com/dosm-malaysia/data-open/main/datasets/census/census_dun.csv,,no,154788 bytes
github:dosm-malaysia/data-open,datasets,,datasets/census/census_parlimen.csv,census_parlimen.csv,,DOSM,https://raw.githubusercontent.com/dosm-malaysia/data-open/main/datasets/census/census_parlimen.csv,,no,61263 bytes
github:dosm-malaysia/data-open,datasets,,datasets/economy/hies_2019.csv,hies_2019.csv,,DOSM,https://raw.githubusercontent.com/dosm-malaysia/data-open/main/datasets/economy/hies_2019.csv,,no,40121 bytes
github:dosm-malaysia/data-open,datasets,,datasets/geodata/administrative_0_malaysia.geojson,administrative_0_malaysia.geojson,,DOSM,https://raw.githubusercontent.com/dosm-malaysia/data-open/main/datasets/geodata/administrative_0_malaysia.geojson,,no,306328 bytes
github:dosm-malaysia/data-open,datasets,,datasets/geodata/administrative_1_state.geojson,administrative_1_state.geojson,,DOSM,https://raw.githubusercontent.com/dosm-malaysia/data-open/main/datasets/geodata/administrative_1_state.geojson,,no,391521 bytes
github:dosm-malaysia/data-open,datasets,,datasets/geodata/administrative_2_district.geojson,administrative_2_district.geojson,,DOSM,https://raw.githubusercontent.com/dosm-malaysia/data-open/main/datasets/geodata/administrative_2_district.geojson,,no,947755 bytes
github:dosm-malaysia/data-open,datasets,,datasets/geodata/electoral_0_parlimen.geojson,electoral_0_parlimen.geojson,,DOSM,https://raw.githubusercontent.com/dosm-malaysia/data-open/main/datasets/geodata/electoral_0_parlimen.geojson,,no,1370546 bytes
github:dosm-malaysia/data-open,datasets,,datasets/geodata/electoral_1_dun.geojson,electoral_1_dun.geojson,,DOSM,https://raw.githubusercontent.com/dosm-malaysia/data-open/main/datasets/geodata/electoral_1_dun.geojson,,no,2238573 bytes
github:dosm-malaysia/data-open,datasets,,datasets/geodata/state_district.csv,state_district.csv,,DOSM,https://raw.githubusercontent.com/dosm-malaysia/data-open/main/datasets/geodata/state_district.csv,,no,4385 bytes
github:dosm-malaysia/data-open,datasets,,datasets/geodata/state_parlimen_dun.csv,state_parlimen_dun.csv,,DOSM,https://raw.githubusercontent.com/dosm-malaysia/data-open/main/datasets/geodata/state_parlimen_dun.csv,,no,36361 bytes
github:dosm-malaysia/data-open,datasets,,datasets/prices/prices_district_selected.csv,prices_district_selected.csv,,DOSM,https://raw.githubusercontent.com/dosm-malaysia/data-open/main/datasets/prices/prices_district_selected.csv,,no,50598 bytes
github:dosm-malaysia/data-open,notebooks,,notebooks/census_corrmap.ipynb,census_corrmap.ipynb,,DOSM,https://raw.githubusercontent.com/dosm-malaysia/data-open/main/notebooks/census_corrmap.ipynb,,no,172927 bytes
github:dosm-malaysia/data-open,notebooks,,notebooks/census_heatmap.ipynb,census_heatmap.ipynb,,DOSM,https://raw.githubusercontent.com/dosm-malaysia/data-open/main/notebooks/census_heatmap.ipynb,,no,768725 bytes
