state,year,indicator,value,source,precision
Sabah,2019,avg_receipts_per_capita_rm,366.7185,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2020,avg_receipts_per_capita_rm,258.9531,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2021,avg_receipts_per_capita_rm,275.7582,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2022,avg_receipts_per_capita_rm,383.34,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2023,avg_receipts_per_capita_rm,417.443,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2024,avg_receipts_per_capita_rm,419.0,DTS 2024 state PDF (Table 1),as printed
Sabah,2017,avg_receipts_per_trip_rm,305.1979,DTS 2023 state XLSX (Table 1),exact
Sabah,2018,avg_receipts_per_trip_rm,265.2951,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2019,avg_receipts_per_trip_rm,257.0372,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2020,avg_receipts_per_trip_rm,246.4497,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2021,avg_receipts_per_trip_rm,262.5949,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2022,avg_receipts_per_trip_rm,279.6799,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2023,avg_receipts_per_trip_rm,337.307,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2024,avg_receipts_per_trip_rm,358.0,DTS 2024 state PDF (Table 1),as printed
Sabah,2017,avg_length_of_stay_nights,3.1218,DTS 2023 state XLSX (Table 1),exact
Sabah,2018,avg_length_of_stay_nights,2.6775,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2019,avg_length_of_stay_nights,2.7887,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2020,avg_length_of_stay_nights,1.9621,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2021,avg_length_of_stay_nights,2.3129,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2022,avg_length_of_stay_nights,3.0576,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2023,avg_length_of_stay_nights,2.6714,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2024,avg_length_of_stay_nights,3.01,DTS 2024 state PDF (Table 1),as printed
Sabah,2025,domestic_visitors_thousand,22361.0,DTS 2025 Malaysia PDF (Table 9),as printed
Sarawak,2017,total_receipts_rm_million,7346.9278,DTS 2023 state XLSX (Table 1),exact
Sarawak,2018,total_receipts_rm_million,8144.8083,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2019,total_receipts_rm_million,8670.7433,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2020,total_receipts_rm_million,3384.6706,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2021,total_receipts_rm_million,1935.2587,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2022,total_receipts_rm_million,5430.7723,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2023,total_receipts_rm_million,6942.6732,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2024,total_receipts_rm_million,7957.0,DTS 2024 state PDF (Table 1),as printed
Sarawak,2017,domestic_visitors_thousand,17670.3474,DTS 2023 state XLSX (Table 1),exact
Sarawak,2018,domestic_visitors_thousand,19380.2302,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2019,domestic_visitors_thousand,19793.3757,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2020,domestic_visitors_thousand,9393.255,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2021,domestic_visitors_thousand,6510.9,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2022,domestic_visitors_thousand,15464.621,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2023,domestic_visitors_thousand,17901.19,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2024,domestic_visitors_thousand,19626.0,DTS 2024 state PDF (Table 1),as printed
Sarawak,2017,domestic_trips_thousand,24153.7165,DTS 2023 state XLSX (Table 1),exact
Sarawak,2018,domestic_trips_thousand,23616.9149,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2019,domestic_trips_thousand,24880.0074,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2020,domestic_trips_thousand,11077.444,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2021,domestic_trips_thousand,7137.26,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2022,domestic_trips_thousand,19290.587,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2023,domestic_trips_thousand,21076.631,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2024,domestic_trips_thousand,23362.0,DTS 2024 state PDF (Table 1),as printed
Sarawak,2017,avg_receipts_per_capita_rm,415.7772,DTS 2023 state XLSX (Table 1),exact
Sarawak,2018,avg_receipts_per_capita_rm,420.2638,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2019,avg_receipts_per_capita_rm,438.0629,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2020,avg_receipts_per_capita_rm,360.3299,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2021,avg_receipts_per_capita_rm,297.2337,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2022,avg_receipts_per_capita_rm,351.174,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2023,avg_receipts_per_capita_rm,387.8331,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2024,avg_receipts_per_capita_rm,405.0,DTS 2024 state PDF (Table 1),as printed
Sarawak,2017,avg_receipts_per_trip_rm,304.1738,DTS 2023 state XLSX (Table 1),exact
Sarawak,2018,avg_receipts_per_trip_rm,344.8718,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2019,avg_receipts_per_trip_rm,348.5024,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2020,avg_receipts_per_trip_rm,305.5462,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2021,avg_receipts_per_trip_rm,271.1487,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2022,avg_receipts_per_trip_rm,281.5245,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2023,avg_receipts_per_trip_rm,329.4015,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2024,avg_receipts_per_trip_rm,341.0,DTS 2024 state PDF (Table 1),as printed
Sarawak,2017,avg_length_of_stay_nights,3.209,DTS 2023 state XLSX (Table 1),exact
Sarawak,2018,avg_length_of_stay_nights,3.3949,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2019,avg_length_of_stay_nights,3.4269,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2020,avg_length_of_stay_nights,2.5518,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2021,avg_length_of_stay_nights,3.0323,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2022,avg_length_of_stay_nights,3.5164,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2023,avg_length_of_stay_nights,3.4815,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sarawak,2024,avg_length_of_stay_nights,3.09,DTS 2024 state PDF (Table 1),as printed
Sarawak,2025,domestic_visitors_thousand,22722.0,DTS 2025 Malaysia PDF (Table 9),as printed
Selangor,2017,total_receipts_rm_million,11763.6963,DTS 2023 state XLSX (Table 1),exact
Selangor,2018,total_receipts_rm_million,13189.3369,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2019,total_receipts_rm_million,15544.4085,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2020,total_receipts_rm_million,7051.4635,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2021,total_receipts_rm_million,3158.5634,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2022,total_receipts_rm_million,8734.8081,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2023,total_receipts_rm_million,11102.7132,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2024,total_receipts_rm_million,14226.0,DTS 2024 state PDF (Table 1),as printed
Selangor,2017,domestic_visitors_thousand,25491.161,DTS 2023 state XLSX (Table 1),exact
Selangor,2018,domestic_visitors_thousand,30179.0472,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2019,domestic_visitors_thousand,33588.527,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2020,domestic_visitors_thousand,19714.734,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2021,domestic_visitors_thousand,10211.58,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2022,domestic_visitors_thousand,21989.558,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2023,domestic_visitors_thousand,27579.478,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2024,domestic_visitors_thousand,34461.0,DTS 2024 state PDF (Table 1),as printed
Selangor,2017,domestic_trips_thousand,35473.0001,DTS 2023 state XLSX (Table 1),exact
Selangor,2018,domestic_trips_thousand,41388.1918,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2019,domestic_trips_thousand,45766.3687,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2020,domestic_trips_thousand,21897.63,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2021,domestic_trips_thousand,11319.209,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2022,domestic_trips_thousand,25987.93,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2023,domestic_trips_thousand,28949.304,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2024,domestic_trips_thousand,37023.0,DTS 2024 state PDF (Table 1),as printed
Selangor,2017,avg_receipts_per_capita_rm,461.4814,DTS 2023 state XLSX (Table 1),exact
Selangor,2018,avg_receipts_per_capita_rm,437.0362,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2019,avg_receipts_per_capita_rm,462.7892,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2020,avg_receipts_per_capita_rm,357.6748,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2021,avg_receipts_per_capita_rm,309.3119,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2022,avg_receipts_per_capita_rm,397.2253,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2023,avg_receipts_per_capita_rm,402.5715,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2024,avg_receipts_per_capita_rm,413.0,DTS 2024 state PDF (Table 1),as printed
Selangor,2017,avg_receipts_per_trip_rm,331.6239,DTS 2023 state XLSX (Table 1),exact
Selangor,2018,avg_receipts_per_trip_rm,318.6739,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2019,avg_receipts_per_trip_rm,339.647,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2020,avg_receipts_per_trip_rm,322.0195,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2021,avg_receipts_per_trip_rm,279.0445,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2022,avg_receipts_per_trip_rm,336.1102,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2023,avg_receipts_per_trip_rm,383.5226,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2024,avg_receipts_per_trip_rm,384.0,DTS 2024 state PDF (Table 1),as printed
Selangor,2017,avg_length_of_stay_nights,2.0013,DTS 2023 state XLSX (Table 1),exact
Selangor,2018,avg_length_of_stay_nights,1.8721,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2019,avg_length_of_stay_nights,2.2351,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2020,avg_length_of_stay_nights,1.6407,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2021,avg_length_of_stay_nights,1.8316,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2022,avg_length_of_stay_nights,2.3225,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2023,avg_length_of_stay_nights,2.2421,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Selangor,2024,avg_length_of_stay_nights,2.24,DTS 2024 state PDF (Table 1),as printed
Selangor,2025,domestic_visitors_thousand,36376.0,DTS 2025 Malaysia PDF (Table 9),as printed
Terengganu,2017,total_receipts_rm_million,4763.2601,DTS 2023 state XLSX (Table 1),exact
Terengganu,2018,total_receipts_rm_million,5585.3393,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2019,total_receipts_rm_million,5990.0125,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2020,total_receipts_rm_million,2254.5058,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2021,total_receipts_rm_million,984.1115,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2022,total_receipts_rm_million,3363.2989,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2023,total_receipts_rm_million,4192.3173,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2024,total_receipts_rm_million,5170.0,DTS 2024 state PDF (Table 1),as printed
Terengganu,2017,domestic_visitors_thousand,12979.3764,DTS 2023 state XLSX (Table 1),exact
Terengganu,2018,domestic_visitors_thousand,13742.3664,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2019,domestic_visitors_thousand,14158.2836,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2020,domestic_visitors_thousand,7419.729,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2021,domestic_visitors_thousand,3719.052,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2022,domestic_visitors_thousand,10233.282,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2023,domestic_visitors_thousand,11760.516,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2024,domestic_visitors_thousand,14461.0,DTS 2024 state PDF (Table 1),as printed
Terengganu,2017,domestic_trips_thousand,22517.5295,DTS 2023 state XLSX (Table 1),exact
Terengganu,2018,domestic_trips_thousand,22651.4081,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2019,domestic_trips_thousand,24902.0225,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2020,domestic_trips_thousand,10084.391,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2021,domestic_trips_thousand,4128.968,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2022,domestic_trips_thousand,12791.324,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2023,domestic_trips_thousand,13868.81,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2024,domestic_trips_thousand,16499.0,DTS 2024 state PDF (Table 1),as printed
Terengganu,2017,avg_receipts_per_capita_rm,366.9868,DTS 2023 state XLSX (Table 1),exact
Terengganu,2018,avg_receipts_per_capita_rm,406.4321,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2019,avg_receipts_per_capita_rm,423.0748,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2020,avg_receipts_per_capita_rm,303.8529,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2021,avg_receipts_per_capita_rm,264.6135,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2022,avg_receipts_per_capita_rm,328.6628,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2023,avg_receipts_per_capita_rm,356.4739,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2024,avg_receipts_per_capita_rm,358.0,DTS 2024 state PDF (Table 1),as printed
Terengganu,2017,avg_receipts_per_trip_rm,211.5356,DTS 2023 state XLSX (Table 1),exact
Terengganu,2018,avg_receipts_per_trip_rm,246.578,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2019,avg_receipts_per_trip_rm,240.5432,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2020,avg_receipts_per_trip_rm,223.5639,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2021,avg_receipts_per_trip_rm,238.3432,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2022,avg_receipts_per_trip_rm,262.9359,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2023,avg_receipts_per_trip_rm,302.2838,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2024,avg_receipts_per_trip_rm,313.0,DTS 2024 state PDF (Table 1),as printed
Terengganu,2017,avg_length_of_stay_nights,2.4498,DTS 2023 state XLSX (Table 1),exact
Terengganu,2018,avg_length_of_stay_nights,2.5981,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2019,avg_length_of_stay_nights,2.5784,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2020,avg_length_of_stay_nights,2.06,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2021,avg_length_of_stay_nights,2.1997,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2022,avg_length_of_stay_nights,2.6854,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2023,avg_length_of_stay_nights,2.5941,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Terengganu,2024,avg_length_of_stay_nights,2.5,DTS 2024 state PDF (Table 1),as printed
Terengganu,2025,domestic_visitors_thousand,15462.0,DTS 2025 Malaysia PDF (Table 9),as printed
W.P. Kuala Lumpur,2017,total_receipts_rm_million,9394.8685,DTS 2023 state XLSX (Table 1),exact
W.P. Kuala Lumpur,2018,total_receipts_rm_million,10234.7046,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2019,total_receipts_rm_million,12141.2337,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2020,total_receipts_rm_million,5273.1884,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2021,total_receipts_rm_million,3083.5171,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2022,total_receipts_rm_million,7732.7958,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2023,total_receipts_rm_million,10995.3241,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2024,total_receipts_rm_million,14078.0,DTS 2024 state PDF (Table 1),as printed
W.P. Kuala Lumpur,2017,domestic_visitors_thousand,19049.4425,DTS 2023 state XLSX (Table 1),exact
W.P. Kuala Lumpur,2018,domestic_visitors_thousand,19165.4972,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2019,domestic_visitors_thousand,22633.3677,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2020,domestic_visitors_thousand,12434.908,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2021,domestic_visitors_thousand,9116.005,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2022,domestic_visitors_thousand,16912.534,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2023,domestic_visitors_thousand,22232.643,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2024,domestic_visitors_thousand,26983.0,DTS 2024 state PDF (Table 1),as printed
W.P. Kuala Lumpur,2017,domestic_trips_thousand,20905.144,DTS 2023 state XLSX (Table 1),exact
W.P. Kuala Lumpur,2018,domestic_trips_thousand,24682.2622,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2019,domestic_trips_thousand,28991.2076,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2020,domestic_trips_thousand,13223.382,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2021,domestic_trips_thousand,10823.812,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2022,domestic_trips_thousand,19877.593,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2023,domestic_trips_thousand,24012.311,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2024,domestic_trips_thousand,30640.0,DTS 2024 state PDF (Table 1),as printed
W.P. Kuala Lumpur,2017,avg_receipts_per_capita_rm,493.1834,DTS 2023 state XLSX (Table 1),exact
W.P. Kuala Lumpur,2018,avg_receipts_per_capita_rm,534.0172,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2019,avg_receipts_per_capita_rm,536.4307,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2020,avg_receipts_per_capita_rm,424.0633,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2021,avg_receipts_per_capita_rm,338.2531,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2022,avg_receipts_per_capita_rm,457.2228,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2023,avg_receipts_per_capita_rm,494.5577,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2024,avg_receipts_per_capita_rm,522.0,DTS 2024 state PDF (Table 1),as printed
W.P. Kuala Lumpur,2017,avg_receipts_per_trip_rm,449.4046,DTS 2023 state XLSX (Table 1),exact
W.P. Kuala Lumpur,2018,avg_receipts_per_trip_rm,414.6583,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2019,avg_receipts_per_trip_rm,418.7902,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2020,avg_receipts_per_trip_rm,398.7776,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2021,avg_receipts_per_trip_rm,284.8827,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2022,avg_receipts_per_trip_rm,389.0207,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2023,avg_receipts_per_trip_rm,457.9036,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2024,avg_receipts_per_trip_rm,459.0,DTS 2024 state PDF (Table 1),as printed
W.P. Kuala Lumpur,2017,avg_length_of_stay_nights,2.7503,DTS 2023 state XLSX (Table 1),exact
W.P. Kuala Lumpur,2018,avg_length_of_stay_nights,2.5745,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2019,avg_length_of_stay_nights,2.388,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2020,avg_length_of_stay_nights,1.8311,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2021,avg_length_of_stay_nights,2.1822,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2022,avg_length_of_stay_nights,3.0866,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2023,avg_length_of_stay_nights,2.6963,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Kuala Lumpur,2024,avg_length_of_stay_nights,2.23,DTS 2024 state PDF (Table 1),as printed
W.P. Kuala Lumpur,2025,domestic_visitors_thousand,35060.0,DTS 2025 Malaysia PDF (Table 9),as printed
W.P. Labuan,2017,total_receipts_rm_million,271.8673,DTS 2023 state XLSX (Table 1),exact
W.P. Labuan,2018,total_receipts_rm_million,391.1236,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2019,total_receipts_rm_million,392.0418,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2020,total_receipts_rm_million,60.4403,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2021,total_receipts_rm_million,29.3567,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2022,total_receipts_rm_million,136.2936,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2023,total_receipts_rm_million,194.0642,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2024,total_receipts_rm_million,265.0,DTS 2024 state PDF (Table 1),as printed
W.P. Labuan,2017,domestic_visitors_thousand,381.0048,DTS 2023 state XLSX (Table 1),exact
