state,year,indicator,value,source,precision
Negeri Sembilan,2022,avg_receipts_per_trip_rm,255.7209,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Negeri Sembilan,2023,avg_receipts_per_trip_rm,268.3787,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Negeri Sembilan,2024,avg_receipts_per_trip_rm,269.0,DTS 2024 state PDF (Table 1),as printed
Negeri Sembilan,2017,avg_length_of_stay_nights,2.3062,DTS 2023 state XLSX (Table 1),exact
Negeri Sembilan,2018,avg_length_of_stay_nights,2.4589,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Negeri Sembilan,2019,avg_length_of_stay_nights,2.4569,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Negeri Sembilan,2020,avg_length_of_stay_nights,1.8951,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Negeri Sembilan,2021,avg_length_of_stay_nights,1.7222,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Negeri Sembilan,2022,avg_length_of_stay_nights,2.4776,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Negeri Sembilan,2023,avg_length_of_stay_nights,2.4184,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Negeri Sembilan,2024,avg_length_of_stay_nights,2.25,DTS 2024 state PDF (Table 1),as printed
Negeri Sembilan,2025,domestic_visitors_thousand,19357.0,DTS 2025 Malaysia PDF (Table 9),as printed
Pahang,2017,total_receipts_rm_million,6435.9351,DTS 2023 state XLSX (Table 1),exact
Pahang,2018,total_receipts_rm_million,7404.8329,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2019,total_receipts_rm_million,7600.7463,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2020,total_receipts_rm_million,2748.0499,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2021,total_receipts_rm_million,914.3782,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2022,total_receipts_rm_million,5316.7891,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2023,total_receipts_rm_million,6733.3436,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2024,total_receipts_rm_million,8710.0,DTS 2024 state PDF (Table 1),as printed
Pahang,2017,domestic_visitors_thousand,16491.3391,DTS 2023 state XLSX (Table 1),exact
Pahang,2018,domestic_visitors_thousand,18111.3566,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2019,domestic_visitors_thousand,18497.5784,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2020,domestic_visitors_thousand,9905.002,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2021,domestic_visitors_thousand,3404.772,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2022,domestic_visitors_thousand,13188.959,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2023,domestic_visitors_thousand,16455.567,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2024,domestic_visitors_thousand,20174.0,DTS 2024 state PDF (Table 1),as printed
Pahang,2017,domestic_trips_thousand,22316.2585,DTS 2023 state XLSX (Table 1),exact
Pahang,2018,domestic_trips_thousand,21896.0911,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2019,domestic_trips_thousand,22744.9498,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2020,domestic_trips_thousand,10380.441,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2021,domestic_trips_thousand,3504.979,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2022,domestic_trips_thousand,14993.999,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2023,domestic_trips_thousand,17632.756,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2024,domestic_trips_thousand,22665.0,DTS 2024 state PDF (Table 1),as printed
Pahang,2017,avg_receipts_per_capita_rm,390.2615,DTS 2023 state XLSX (Table 1),exact
Pahang,2018,avg_receipts_per_capita_rm,408.8503,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2019,avg_receipts_per_capita_rm,410.9049,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2020,avg_receipts_per_capita_rm,277.4406,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2021,avg_receipts_per_capita_rm,268.5578,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2022,avg_receipts_per_capita_rm,403.1242,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2023,avg_receipts_per_capita_rm,409.1833,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2024,avg_receipts_per_capita_rm,432.0,DTS 2024 state PDF (Table 1),as printed
Pahang,2017,avg_receipts_per_trip_rm,288.3967,DTS 2023 state XLSX (Table 1),exact
Pahang,2018,avg_receipts_per_trip_rm,338.1806,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2019,avg_receipts_per_trip_rm,334.1729,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2020,avg_receipts_per_trip_rm,264.7334,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2021,avg_receipts_per_trip_rm,260.8798,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2022,avg_receipts_per_trip_rm,354.5945,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2023,avg_receipts_per_trip_rm,381.8656,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2024,avg_receipts_per_trip_rm,384.0,DTS 2024 state PDF (Table 1),as printed
Pahang,2017,avg_length_of_stay_nights,1.6955,DTS 2023 state XLSX (Table 1),exact
Pahang,2018,avg_length_of_stay_nights,2.4558,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2019,avg_length_of_stay_nights,2.4853,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2020,avg_length_of_stay_nights,1.9273,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2021,avg_length_of_stay_nights,1.9217,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2022,avg_length_of_stay_nights,2.1056,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2023,avg_length_of_stay_nights,2.1272,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pahang,2024,avg_length_of_stay_nights,2.17,DTS 2024 state PDF (Table 1),as printed
Pahang,2025,domestic_visitors_thousand,23161.0,DTS 2025 Malaysia PDF (Table 9),as printed
Perak,2017,total_receipts_rm_million,6742.1046,DTS 2023 state XLSX (Table 1),exact
Perak,2018,total_receipts_rm_million,6468.503,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2019,total_receipts_rm_million,7824.0551,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2020,total_receipts_rm_million,3317.0693,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2021,total_receipts_rm_million,1159.5327,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2022,total_receipts_rm_million,4541.331,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2023,total_receipts_rm_million,5641.0236,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2024,total_receipts_rm_million,7224.0,DTS 2024 state PDF (Table 1),as printed
Perak,2017,domestic_visitors_thousand,20109.7101,DTS 2023 state XLSX (Table 1),exact
Perak,2018,domestic_visitors_thousand,17553.1612,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2019,domestic_visitors_thousand,21070.7209,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2020,domestic_visitors_thousand,13173.306,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2021,domestic_visitors_thousand,4489.273,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2022,domestic_visitors_thousand,14566.727,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2023,domestic_visitors_thousand,17107.518,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2024,domestic_visitors_thousand,21776.0,DTS 2024 state PDF (Table 1),as printed
Perak,2017,domestic_trips_thousand,25039.1774,DTS 2023 state XLSX (Table 1),exact
Perak,2018,domestic_trips_thousand,23651.0536,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2019,domestic_trips_thousand,28471.2874,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2020,domestic_trips_thousand,14045.532,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2021,domestic_trips_thousand,4674.011,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2022,domestic_trips_thousand,17679.702,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2023,domestic_trips_thousand,18831.264,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2024,domestic_trips_thousand,23904.0,DTS 2024 state PDF (Table 1),as printed
Perak,2017,avg_receipts_per_capita_rm,335.2661,DTS 2023 state XLSX (Table 1),exact
Perak,2018,avg_receipts_per_capita_rm,368.5093,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2019,avg_receipts_per_capita_rm,371.3236,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2020,avg_receipts_per_capita_rm,251.8023,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2021,avg_receipts_per_capita_rm,258.2896,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2022,avg_receipts_per_capita_rm,311.7606,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2023,avg_receipts_per_capita_rm,329.7395,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2024,avg_receipts_per_capita_rm,332.0,DTS 2024 state PDF (Table 1),as printed
Perak,2017,avg_receipts_per_trip_rm,269.2622,DTS 2023 state XLSX (Table 1),exact
Perak,2018,avg_receipts_per_trip_rm,273.4975,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2019,avg_receipts_per_trip_rm,274.8051,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2020,avg_receipts_per_trip_rm,236.1654,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2021,avg_receipts_per_trip_rm,248.0809,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2022,avg_receipts_per_trip_rm,256.8669,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2023,avg_receipts_per_trip_rm,299.5563,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2024,avg_receipts_per_trip_rm,302.0,DTS 2024 state PDF (Table 1),as printed
Perak,2017,avg_length_of_stay_nights,2.3336,DTS 2023 state XLSX (Table 1),exact
Perak,2018,avg_length_of_stay_nights,1.85,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2019,avg_length_of_stay_nights,2.2088,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2020,avg_length_of_stay_nights,1.8485,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2021,avg_length_of_stay_nights,2.2935,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2022,avg_length_of_stay_nights,2.4285,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2023,avg_length_of_stay_nights,2.3458,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perak,2024,avg_length_of_stay_nights,2.35,DTS 2024 state PDF (Table 1),as printed
Perak,2025,domestic_visitors_thousand,23642.0,DTS 2025 Malaysia PDF (Table 9),as printed
Perlis,2017,total_receipts_rm_million,474.456,DTS 2023 state XLSX (Table 1),exact
Perlis,2018,total_receipts_rm_million,616.7499,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2019,total_receipts_rm_million,578.8055,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2020,total_receipts_rm_million,224.0663,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2021,total_receipts_rm_million,78.0133,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2022,total_receipts_rm_million,455.6188,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2023,total_receipts_rm_million,583.8701,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2024,total_receipts_rm_million,1003.0,DTS 2024 state PDF (Table 1),as printed
Perlis,2017,domestic_visitors_thousand,1413.6105,DTS 2023 state XLSX (Table 1),exact
Perlis,2018,domestic_visitors_thousand,2155.5079,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2019,domestic_visitors_thousand,2087.3724,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2020,domestic_visitors_thousand,1193.108,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2021,domestic_visitors_thousand,406.796,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2022,domestic_visitors_thousand,1669.175,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2023,domestic_visitors_thousand,1950.771,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2024,domestic_visitors_thousand,3225.0,DTS 2024 state PDF (Table 1),as printed
Perlis,2017,domestic_trips_thousand,1755.7972,DTS 2023 state XLSX (Table 1),exact
Perlis,2018,domestic_trips_thousand,2816.3983,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2019,domestic_trips_thousand,2695.001,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2020,domestic_trips_thousand,1246.963,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2021,domestic_trips_thousand,426.818,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2022,domestic_trips_thousand,1799.569,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2023,domestic_trips_thousand,2139.229,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2024,domestic_trips_thousand,3660.0,DTS 2024 state PDF (Table 1),as printed
Perlis,2017,avg_receipts_per_capita_rm,335.6342,DTS 2023 state XLSX (Table 1),exact
Perlis,2018,avg_receipts_per_capita_rm,286.1274,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2019,avg_receipts_per_capita_rm,277.2891,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2020,avg_receipts_per_capita_rm,187.8005,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2021,avg_receipts_per_capita_rm,191.775,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2022,avg_receipts_per_capita_rm,272.9605,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2023,avg_receipts_per_capita_rm,299.3022,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2024,avg_receipts_per_capita_rm,311.0,DTS 2024 state PDF (Table 1),as printed
Perlis,2017,avg_receipts_per_trip_rm,270.2226,DTS 2023 state XLSX (Table 1),exact
Perlis,2018,avg_receipts_per_trip_rm,218.9853,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2019,avg_receipts_per_trip_rm,214.7701,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2020,avg_receipts_per_trip_rm,179.6896,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2021,avg_receipts_per_trip_rm,182.7788,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2022,avg_receipts_per_trip_rm,253.1822,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2023,avg_receipts_per_trip_rm,272.9348,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2024,avg_receipts_per_trip_rm,274.0,DTS 2024 state PDF (Table 1),as printed
Perlis,2017,avg_length_of_stay_nights,2.0033,DTS 2023 state XLSX (Table 1),exact
Perlis,2018,avg_length_of_stay_nights,2.3202,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2019,avg_length_of_stay_nights,2.5534,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2020,avg_length_of_stay_nights,2.4462,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2021,avg_length_of_stay_nights,2.2091,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2022,avg_length_of_stay_nights,2.3467,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2023,avg_length_of_stay_nights,2.2064,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Perlis,2024,avg_length_of_stay_nights,2.49,DTS 2024 state PDF (Table 1),as printed
Perlis,2025,domestic_visitors_thousand,3756.0,DTS 2025 Malaysia PDF (Table 9),as printed
Pulau Pinang,2017,total_receipts_rm_million,4864.1566,DTS 2023 state XLSX (Table 1),exact
Pulau Pinang,2018,total_receipts_rm_million,6164.5745,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2019,total_receipts_rm_million,6653.656,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2020,total_receipts_rm_million,2427.1589,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2021,total_receipts_rm_million,1158.8101,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2022,total_receipts_rm_million,3648.3993,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2023,total_receipts_rm_million,5814.7354,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2024,total_receipts_rm_million,7424.0,DTS 2024 state PDF (Table 1),as printed
Pulau Pinang,2017,domestic_visitors_thousand,12642.6433,DTS 2023 state XLSX (Table 1),exact
Pulau Pinang,2018,domestic_visitors_thousand,14450.4912,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2019,domestic_visitors_thousand,15410.6252,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2020,domestic_visitors_thousand,8929.515,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2021,domestic_visitors_thousand,5060.864,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2022,domestic_visitors_thousand,10002.735,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2023,domestic_visitors_thousand,13127.587,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2024,domestic_visitors_thousand,16605.0,DTS 2024 state PDF (Table 1),as printed
Pulau Pinang,2017,domestic_trips_thousand,15362.4143,DTS 2023 state XLSX (Table 1),exact
Pulau Pinang,2018,domestic_trips_thousand,19369.6396,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2019,domestic_trips_thousand,21073.6211,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2020,domestic_trips_thousand,9231.124,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2021,domestic_trips_thousand,5160.445,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2022,domestic_trips_thousand,11705.595,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2023,domestic_trips_thousand,15350.976,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2024,domestic_trips_thousand,19160.0,DTS 2024 state PDF (Table 1),as printed
Pulau Pinang,2017,avg_receipts_per_capita_rm,384.7421,DTS 2023 state XLSX (Table 1),exact
Pulau Pinang,2018,avg_receipts_per_capita_rm,426.5997,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2019,avg_receipts_per_capita_rm,431.7577,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2020,avg_receipts_per_capita_rm,271.8131,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2021,avg_receipts_per_capita_rm,228.9748,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2022,avg_receipts_per_capita_rm,364.7402,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2023,avg_receipts_per_capita_rm,442.9401,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2024,avg_receipts_per_capita_rm,447.0,DTS 2024 state PDF (Table 1),as printed
Pulau Pinang,2017,avg_receipts_per_trip_rm,316.6271,DTS 2023 state XLSX (Table 1),exact
Pulau Pinang,2018,avg_receipts_per_trip_rm,318.2596,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2019,avg_receipts_per_trip_rm,315.7339,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2020,avg_receipts_per_trip_rm,262.9321,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2021,avg_receipts_per_trip_rm,224.5562,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2022,avg_receipts_per_trip_rm,311.68,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2023,avg_receipts_per_trip_rm,378.786,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2024,avg_receipts_per_trip_rm,387.0,DTS 2024 state PDF (Table 1),as printed
Pulau Pinang,2017,avg_length_of_stay_nights,2.2282,DTS 2023 state XLSX (Table 1),exact
Pulau Pinang,2018,avg_length_of_stay_nights,2.5095,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2019,avg_length_of_stay_nights,2.5045,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2020,avg_length_of_stay_nights,2.0341,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2021,avg_length_of_stay_nights,2.1404,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2022,avg_length_of_stay_nights,2.5906,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2023,avg_length_of_stay_nights,2.4003,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Pulau Pinang,2024,avg_length_of_stay_nights,2.58,DTS 2024 state PDF (Table 1),as printed
Pulau Pinang,2025,domestic_visitors_thousand,17718.0,DTS 2025 Malaysia PDF (Table 9),as printed
Sabah,2017,total_receipts_rm_million,6851.6409,DTS 2023 state XLSX (Table 1),exact
Sabah,2018,total_receipts_rm_million,7507.5734,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2019,total_receipts_rm_million,8080.6667,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2020,total_receipts_rm_million,2676.7717,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2021,total_receipts_rm_million,1052.0221,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2022,total_receipts_rm_million,4825.8696,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2023,total_receipts_rm_million,6712.5146,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2024,total_receipts_rm_million,8634.0,DTS 2024 state PDF (Table 1),as printed
Sabah,2017,domestic_visitors_thousand,17791.7126,DTS 2023 state XLSX (Table 1),exact
Sabah,2018,domestic_visitors_thousand,20359.8811,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2019,domestic_visitors_thousand,22035.0675,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2020,domestic_visitors_thousand,10336.897,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2021,domestic_visitors_thousand,3815.016,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2022,domestic_visitors_thousand,12589.005,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2023,domestic_visitors_thousand,16080.074,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2024,domestic_visitors_thousand,20592.0,DTS 2024 state PDF (Table 1),as printed
Sabah,2017,domestic_trips_thousand,22449.8315,DTS 2023 state XLSX (Table 1),exact
Sabah,2018,domestic_trips_thousand,28298.9496,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2019,domestic_trips_thousand,31437.73,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2020,domestic_trips_thousand,10861.33,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2021,domestic_trips_thousand,4006.255,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2022,domestic_trips_thousand,17254.974,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2023,domestic_trips_thousand,19900.312,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
Sabah,2024,domestic_trips_thousand,24106.0,DTS 2024 state PDF (Table 1),as printed
Sabah,2017,avg_receipts_per_capita_rm,385.1029,DTS 2023 state XLSX (Table 1),exact
Sabah,2018,avg_receipts_per_capita_rm,368.7435,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
