state,year,indicator,value
Terengganu,2020,avg_receipts_per_trip_rm,224.0
Terengganu,2021,avg_receipts_per_trip_rm,238.0
Terengganu,2022,avg_receipts_per_trip_rm,263.0
Terengganu,2023,avg_receipts_per_trip_rm,302.0
Terengganu,2024,avg_receipts_per_trip_rm,313.0
Terengganu,2018,avg_length_of_stay_nights,2.6
Terengganu,2019,avg_length_of_stay_nights,2.58
Terengganu,2020,avg_length_of_stay_nights,2.06
Terengganu,2021,avg_length_of_stay_nights,2.2
Terengganu,2022,avg_length_of_stay_nights,2.69
Terengganu,2023,avg_length_of_stay_nights,2.59
Terengganu,2024,avg_length_of_stay_nights,2.5
W.P. Kuala Lumpur,2018,total_receipts_rm_million,10235.0
W.P. Kuala Lumpur,2019,total_receipts_rm_million,12141.0
W.P. Kuala Lumpur,2020,total_receipts_rm_million,5273.0
W.P. Kuala Lumpur,2021,total_receipts_rm_million,3084.0
W.P. Kuala Lumpur,2022,total_receipts_rm_million,7733.0
W.P. Kuala Lumpur,2023,total_receipts_rm_million,10995.0
W.P. Kuala Lumpur,2024,total_receipts_rm_million,14078.0
W.P. Kuala Lumpur,2018,domestic_visitors_thousand,19165.0
W.P. Kuala Lumpur,2019,domestic_visitors_thousand,22633.0
W.P. Kuala Lumpur,2020,domestic_visitors_thousand,12435.0
W.P. Kuala Lumpur,2021,domestic_visitors_thousand,9116.0
W.P. Kuala Lumpur,2022,domestic_visitors_thousand,16913.0
W.P. Kuala Lumpur,2023,domestic_visitors_thousand,22233.0
W.P. Kuala Lumpur,2024,domestic_visitors_thousand,26983.0
W.P. Kuala Lumpur,2018,domestic_trips_thousand,24682.0
W.P. Kuala Lumpur,2019,domestic_trips_thousand,28991.0
W.P. Kuala Lumpur,2020,domestic_trips_thousand,13223.0
W.P. Kuala Lumpur,2021,domestic_trips_thousand,10824.0
W.P. Kuala Lumpur,2022,domestic_trips_thousand,19878.0
W.P. Kuala Lumpur,2023,domestic_trips_thousand,24012.0
W.P. Kuala Lumpur,2024,domestic_trips_thousand,30640.0
W.P. Kuala Lumpur,2018,avg_receipts_per_capita_rm,534.0
W.P. Kuala Lumpur,2019,avg_receipts_per_capita_rm,536.0
W.P. Kuala Lumpur,2020,avg_receipts_per_capita_rm,424.0
W.P. Kuala Lumpur,2021,avg_receipts_per_capita_rm,338.0
W.P. Kuala Lumpur,2022,avg_receipts_per_capita_rm,457.0
W.P. Kuala Lumpur,2023,avg_receipts_per_capita_rm,495.0
W.P. Kuala Lumpur,2024,avg_receipts_per_capita_rm,522.0
W.P. Kuala Lumpur,2018,avg_receipts_per_trip_rm,415.0
W.P. Kuala Lumpur,2019,avg_receipts_per_trip_rm,419.0
W.P. Kuala Lumpur,2020,avg_receipts_per_trip_rm,399.0
W.P. Kuala Lumpur,2021,avg_receipts_per_trip_rm,285.0
W.P. Kuala Lumpur,2022,avg_receipts_per_trip_rm,389.0
W.P. Kuala Lumpur,2023,avg_receipts_per_trip_rm,458.0
W.P. Kuala Lumpur,2024,avg_receipts_per_trip_rm,459.0
W.P. Kuala Lumpur,2018,avg_length_of_stay_nights,2.57
W.P. Kuala Lumpur,2019,avg_length_of_stay_nights,2.39
W.P. Kuala Lumpur,2020,avg_length_of_stay_nights,1.83
W.P. Kuala Lumpur,2021,avg_length_of_stay_nights,2.18
W.P. Kuala Lumpur,2022,avg_length_of_stay_nights,3.09
W.P. Kuala Lumpur,2023,avg_length_of_stay_nights,2.7
W.P. Kuala Lumpur,2024,avg_length_of_stay_nights,2.23
W.P. Labuan,2018,total_receipts_rm_million,391.0
W.P. Labuan,2019,total_receipts_rm_million,392.0
W.P. Labuan,2020,total_receipts_rm_million,60.0
W.P. Labuan,2021,total_receipts_rm_million,29.0
W.P. Labuan,2022,total_receipts_rm_million,136.0
W.P. Labuan,2023,total_receipts_rm_million,194.0
W.P. Labuan,2024,total_receipts_rm_million,265.0
W.P. Labuan,2018,domestic_visitors_thousand,545.0
W.P. Labuan,2019,domestic_visitors_thousand,524.0
W.P. Labuan,2020,domestic_visitors_thousand,108.0
W.P. Labuan,2021,domestic_visitors_thousand,54.0
W.P. Labuan,2022,domestic_visitors_thousand,244.0
W.P. Labuan,2023,domestic_visitors_thousand,331.0
W.P. Labuan,2024,domestic_visitors_thousand,450.0
W.P. Labuan,2018,domestic_trips_thousand,725.0
W.P. Labuan,2019,domestic_trips_thousand,774.0
W.P. Labuan,2020,domestic_trips_thousand,109.0
W.P. Labuan,2021,domestic_trips_thousand,54.0
W.P. Labuan,2022,domestic_trips_thousand,263.0
W.P. Labuan,2023,domestic_trips_thousand,373.0
W.P. Labuan,2024,domestic_trips_thousand,482.0
W.P. Labuan,2018,avg_receipts_per_capita_rm,718.0
W.P. Labuan,2019,avg_receipts_per_capita_rm,748.0
W.P. Labuan,2020,avg_receipts_per_capita_rm,562.0
W.P. Labuan,2021,avg_receipts_per_capita_rm,545.0
W.P. Labuan,2022,avg_receipts_per_capita_rm,559.0
W.P. Labuan,2023,avg_receipts_per_capita_rm,586.0
W.P. Labuan,2024,avg_receipts_per_capita_rm,588.0
W.P. Labuan,2018,avg_receipts_per_trip_rm,539.0
W.P. Labuan,2019,avg_receipts_per_trip_rm,506.0
W.P. Labuan,2020,avg_receipts_per_trip_rm,553.0
W.P. Labuan,2021,avg_receipts_per_trip_rm,545.0
W.P. Labuan,2022,avg_receipts_per_trip_rm,518.0
W.P. Labuan,2023,avg_receipts_per_trip_rm,521.0
W.P. Labuan,2024,avg_receipts_per_trip_rm,549.0
W.P. Labuan,2018,avg_length_of_stay_nights,3.28
W.P. Labuan,2019,avg_length_of_stay_nights,3.05
W.P. Labuan,2020,avg_length_of_stay_nights,1.57
W.P. Labuan,2021,avg_length_of_stay_nights,2.52
W.P. Labuan,2022,avg_length_of_stay_nights,3.67
W.P. Labuan,2023,avg_length_of_stay_nights,2.89
W.P. Labuan,2024,avg_length_of_stay_nights,2.84
W.P. Putrajaya,2018,total_receipts_rm_million,1008.0
W.P. Putrajaya,2019,total_receipts_rm_million,849.0
W.P. Putrajaya,2020,total_receipts_rm_million,142.0
W.P. Putrajaya,2021,total_receipts_rm_million,68.0
W.P. Putrajaya,2022,total_receipts_rm_million,456.0
W.P. Putrajaya,2023,total_receipts_rm_million,670.0
W.P. Putrajaya,2024,total_receipts_rm_million,937.0
W.P. Putrajaya,2018,domestic_visitors_thousand,1892.0
W.P. Putrajaya,2019,domestic_visitors_thousand,1949.0
W.P. Putrajaya,2020,domestic_visitors_thousand,451.0
W.P. Putrajaya,2021,domestic_visitors_thousand,223.0
W.P. Putrajaya,2022,domestic_visitors_thousand,1306.0
W.P. Putrajaya,2023,domestic_visitors_thousand,1900.0
W.P. Putrajaya,2024,domestic_visitors_thousand,2557.0
W.P. Putrajaya,2018,domestic_trips_thousand,2592.0
W.P. Putrajaya,2019,domestic_trips_thousand,2637.0
W.P. Putrajaya,2020,domestic_trips_thousand,456.0
W.P. Putrajaya,2021,domestic_trips_thousand,234.0
W.P. Putrajaya,2022,domestic_trips_thousand,1551.0
W.P. Putrajaya,2023,domestic_trips_thousand,1965.0
W.P. Putrajaya,2024,domestic_trips_thousand,2711.0
W.P. Putrajaya,2018,avg_receipts_per_capita_rm,533.0
W.P. Putrajaya,2019,avg_receipts_per_capita_rm,435.0
W.P. Putrajaya,2020,avg_receipts_per_capita_rm,315.0
W.P. Putrajaya,2021,avg_receipts_per_capita_rm,304.0
W.P. Putrajaya,2022,avg_receipts_per_capita_rm,349.0
W.P. Putrajaya,2023,avg_receipts_per_capita_rm,352.0
W.P. Putrajaya,2024,avg_receipts_per_capita_rm,366.0
W.P. Putrajaya,2018,avg_receipts_per_trip_rm,389.0
W.P. Putrajaya,2019,avg_receipts_per_trip_rm,322.0
W.P. Putrajaya,2020,avg_receipts_per_trip_rm,311.0
W.P. Putrajaya,2021,avg_receipts_per_trip_rm,290.0
W.P. Putrajaya,2022,avg_receipts_per_trip_rm,294.0
W.P. Putrajaya,2023,avg_receipts_per_trip_rm,341.0
W.P. Putrajaya,2024,avg_receipts_per_trip_rm,346.0
W.P. Putrajaya,2018,avg_length_of_stay_nights,2.68
W.P. Putrajaya,2019,avg_length_of_stay_nights,3.04
W.P. Putrajaya,2020,avg_length_of_stay_nights,1.98
W.P. Putrajaya,2021,avg_length_of_stay_nights,2.23
W.P. Putrajaya,2022,avg_length_of_stay_nights,2.68
W.P. Putrajaya,2023,avg_length_of_stay_nights,2.08
W.P. Putrajaya,2024,avg_length_of_stay_nights,2.14
