state,table,field,pdf_parser_value,xlsx_published_value,compared_at_dp,agree
Sarawak,table_7,pre_trip_package_entrance_tickets:receipts,225768.0,225768.083218257,0,True
Sarawak,table_7,pre_trip_package_entrance_tickets:share,3.3,3.25188983157711,1,True
Sarawak,table_7,other_activities:receipts,238725.0,238724.960873379,0,True
Sarawak,table_7,other_activities:share,3.4,3.43851647115816,1,True
Sarawak,table_7,expenditure_by_visited_households:receipts,502504.0,502504.144383777,0,True
Sarawak,table_7,expenditure_by_visited_households:share,7.2,7.23790579320831,1,True
Sarawak,table_7,total_receipts:receipts,6942673.0,6942673.18117489,0,True
Sarawak,table_7,total_receipts:share,100.0,100,1,True
Sarawak,table_13_income,"≤RM1,000",3.5,3.5,1,True
Sarawak,table_13_income,"RM1,001-3,000",38.8,38.8,1,True
Sarawak,table_13_income,"RM3,001-5,000",22.7,22.7,1,True
Sarawak,table_13_income,"RM5,001-10,000",24.1,24.1,1,True
Sarawak,table_13_income,"≥RM10,001",10.9,10.9,1,True
Sarawak,table_12_accom,relatives_friends_house,69.6,69.6226264847801,1,True
Sarawak,table_12_accom,hotel,18.2,18.1920995004124,1,True
Sarawak,table_12_accom,chalet,1.3,1.30268184705224,1,True
Sarawak,table_12_accom,apartment,3.8,3.78640021993231,1,True
Sarawak,table_12_accom,homestay_vacation_home,3.2,3.20043228075497,1,True
Sarawak,table_12_accom,rest_house,3.9,3.89575966706798,1,True
Selangor,table_1,total_receipts_rm_million,11103.0,11102.7131520834,0,True
Selangor,table_1,domestic_visitors_thousand,27579.0,27579.478,0,True
Selangor,table_1,domestic_trips_thousand,28949.0,28949.304,0,True
Selangor,table_1,avg_receipts_per_capita_rm,403.0,402.571548021446,0,True
Selangor,table_1,avg_receipts_per_trip_rm,384.0,383.52262811166,0,True
Selangor,table_1,avg_length_of_stay_nights,2.24,2.24207367577779,2,True
Selangor,table_7,expenditure_by_visitors:receipts,10382143.0,10382143.1280022,0,True
Selangor,table_7,expenditure_by_visitors:share,93.5,93.5099645085761,1,True
Selangor,table_7,shopping:receipts,4144811.0,4144811.14430366,0,True
Selangor,table_7,shopping:share,37.3,37.3315160675469,1,True
Selangor,table_7,automotive_fuel:receipts,1562916.0,1562915.82306411,0,True
Selangor,table_7,automotive_fuel:share,14.1,14.0768819445797,1,True
Selangor,table_7,transportation:receipts,769174.0,769174.444388264,0,True
Selangor,table_7,transportation:share,6.9,6.92780614839111,1,True
Selangor,table_7,food_and_beverage:receipts,1847020.0,1847019.95726213,0,True
Selangor,table_7,food_and_beverage:share,16.6,16.63575318899,1,True
Selangor,table_7,accommodation:receipts,1299080.0,1299079.69307383,0,True
Selangor,table_7,accommodation:share,11.7,11.7005607123161,1,True
Selangor,table_7,pre_trip_package_entrance_tickets:receipts,351236.0,351235.88827046,0,True
Selangor,table_7,pre_trip_package_entrance_tickets:share,3.2,3.16351402994277,1,True
Selangor,table_7,other_activities:receipts,407906.0,407906.17763977,0,True
Selangor,table_7,other_activities:share,3.7,3.67393241680955,1,True
Selangor,table_7,expenditure_by_visited_households:receipts,720570.0,720570.024081199,0,True
Selangor,table_7,expenditure_by_visited_households:share,6.5,6.49003549142386,1,True
Selangor,table_7,total_receipts:receipts,11102713.0,11102713.1520834,0,True
Selangor,table_7,total_receipts:share,100.0,100,1,True
Selangor,table_13_income,"≤RM1,000",3.2,3.2,1,True
Selangor,table_13_income,"RM1,001-3,000",16.4,16.4,1,True
Selangor,table_13_income,"RM3,001-5,000",27.3,27.3,1,True
Selangor,table_13_income,"RM5,001-10,000",38.2,38.2,1,True
Selangor,table_13_income,"≥RM10,001",14.9,14.9,1,True
Selangor,table_12_accom,relatives_friends_house,59.1,59.1,1,True
Selangor,table_12_accom,hotel,26.2,26.2,1,True
Selangor,table_12_accom,chalet,2.4,2.4,1,True
Selangor,table_12_accom,apartment,2.7,2.7,1,True
Selangor,table_12_accom,homestay_vacation_home,6.4,6.4,1,True
Selangor,table_12_accom,rest_house,3.2,3.2,1,True
Terengganu,table_1,total_receipts_rm_million,4192.0,4192.31725641659,0,True
Terengganu,table_1,domestic_visitors_thousand,11761.0,11760.516,0,True
Terengganu,table_1,domestic_trips_thousand,13869.0,13868.81,0,True
Terengganu,table_1,avg_receipts_per_capita_rm,356.0,356.473921417784,0,True
Terengganu,table_1,avg_receipts_per_trip_rm,302.0,302.283848175625,0,True
Terengganu,table_1,avg_length_of_stay_nights,2.59,2.59412179953652,2,True
Terengganu,table_7,expenditure_by_visitors:receipts,3897474.0,3897473.61283775,0,True
Terengganu,table_7,expenditure_by_visitors:share,93.0,92.9670483996037,1,True
Terengganu,table_7,shopping:receipts,1650481.0,1650481.13945378,0,True
Terengganu,table_7,shopping:share,39.4,39.3691850712782,1,True
Terengganu,table_7,automotive_fuel:receipts,582975.0,582974.662903737,0,True
Terengganu,table_7,automotive_fuel:share,13.9,13.905785923321,1,True
Terengganu,table_7,transportation:receipts,248973.0,248972.970969031,0,True
Terengganu,table_7,transportation:share,5.9,5.93879126366124,1,True
Terengganu,table_7,food_and_beverage:receipts,791250.0,791249.682350257,0,True
Terengganu,table_7,food_and_beverage:share,18.9,18.8738025763485,1,True
Terengganu,table_7,accommodation:receipts,359323.0,359323.045764351,0,True
Terengganu,table_7,accommodation:share,8.6,8.57098887767584,1,True
Terengganu,table_7,pre_trip_package_entrance_tickets:receipts,98603.0,98602.9159637428,0,True
Terengganu,table_7,pre_trip_package_entrance_tickets:share,2.4,2.35199079489572,1,True
Terengganu,table_7,other_activities:receipts,165869.0,165869.195432849,0,True
Terengganu,table_7,other_activities:share,4.0,3.95650389242313,1,True
Terengganu,table_7,expenditure_by_visited_households:receipts,294844.0,294843.643578842,0,True
Terengganu,table_7,expenditure_by_visited_households:share,7.0,7.03295160039633,1,True
Terengganu,table_7,total_receipts:receipts,4192317.0,4192317.25641659,0,True
Terengganu,table_7,total_receipts:share,100.0,100,1,True
Terengganu,table_13_income,"≤RM1,000",5.8,5.8,1,True
Terengganu,table_13_income,"RM1,001-3,000",38.7,38.7,1,True
Terengganu,table_13_income,"RM3,001-5,000",26.3,26.3,1,True
Terengganu,table_13_income,"RM5,001-10,000",22.1,22.1,1,True
Terengganu,table_13_income,"≥RM10,001",7.1,7.1,1,True
Terengganu,table_12_accom,relatives_friends_house,64.1,64.077208678429,1,True
Terengganu,table_12_accom,hotel,19.8,19.8414739794697,1,True
Terengganu,table_12_accom,chalet,3.5,3.47770412356519,1,True
Terengganu,table_12_accom,apartment,1.3,1.3294468640284,1,True
Terengganu,table_12_accom,homestay_vacation_home,8.6,8.60681957986426,1,True
Terengganu,table_12_accom,rest_house,2.7,2.66734677464347,1,True
W.P. Kuala Lumpur,table_1,total_receipts_rm_million,10995.0,10995.3241427932,0,True
W.P. Kuala Lumpur,table_1,domestic_visitors_thousand,22233.0,22232.643,0,True
W.P. Kuala Lumpur,table_1,domestic_trips_thousand,24012.0,24012.311,0,True
W.P. Kuala Lumpur,table_1,avg_receipts_per_capita_rm,495.0,494.557671024234,0,True
W.P. Kuala Lumpur,table_1,avg_receipts_per_trip_rm,458.0,457.903620471732,0,True
W.P. Kuala Lumpur,table_1,avg_length_of_stay_nights,2.7,2.69627870015068,2,True
W.P. Kuala Lumpur,table_7,expenditure_by_visitors:receipts,10615475.0,10615475.081743,0,True
W.P. Kuala Lumpur,table_7,expenditure_by_visitors:share,96.5,96.5453582257578,1,True
W.P. Kuala Lumpur,table_7,shopping:receipts,4850552.0,4850551.76216382,0,True
W.P. Kuala Lumpur,table_7,shopping:share,44.1,44.1146772861904,1,True
W.P. Kuala Lumpur,table_7,automotive_fuel:receipts,851337.0,851337.130293778,0,True
W.P. Kuala Lumpur,table_7,automotive_fuel:share,7.7,7.74271971646945,1,True
W.P. Kuala Lumpur,table_7,transportation:receipts,615285.0,615285.370454704,0,True
W.P. Kuala Lumpur,table_7,transportation:share,5.6,5.59588205371813,1,True
W.P. Kuala Lumpur,table_7,food_and_beverage:receipts,1594886.0,1594886.06564261,0,True
W.P. Kuala Lumpur,table_7,food_and_beverage:share,14.5,14.5051300437374,1,True
W.P. Kuala Lumpur,table_7,accommodation:receipts,1673791.0,1673791.37661972,0,True
W.P. Kuala Lumpur,table_7,accommodation:share,15.2,15.222756099617,1,True
W.P. Kuala Lumpur,table_7,pre_trip_package_entrance_tickets:receipts,419556.0,419556.097324231,0,True
W.P. Kuala Lumpur,table_7,pre_trip_package_entrance_tickets:share,3.8,3.81576833820969,1,True
W.P. Kuala Lumpur,table_7,other_activities:receipts,610067.0,610067.279244107,0,True
W.P. Kuala Lumpur,table_7,other_activities:share,5.5,5.54842468781576,1,True
W.P. Kuala Lumpur,table_7,expenditure_by_visited_households:receipts,379849.0,379849.061050269,0,True
W.P. Kuala Lumpur,table_7,expenditure_by_visited_households:share,3.5,3.45464177424216,1,True
W.P. Kuala Lumpur,table_7,total_receipts:receipts,10995324.0,10995324.1427932,0,True
W.P. Kuala Lumpur,table_7,total_receipts:share,100.0,100,1,True
W.P. Kuala Lumpur,table_13_income,"≤RM1,000",4.6,4.6,1,True
W.P. Kuala Lumpur,table_13_income,"RM1,001-3,000",15.0,15,1,True
W.P. Kuala Lumpur,table_13_income,"RM3,001-5,000",25.0,25,1,True
W.P. Kuala Lumpur,table_13_income,"RM5,001-10,000",36.8,36.8,1,True
W.P. Kuala Lumpur,table_13_income,"≥RM10,001",18.6,18.6,1,True
W.P. Kuala Lumpur,table_12_accom,relatives_friends_house,50.8,50.8,1,True
W.P. Kuala Lumpur,table_12_accom,hotel,31.0,31,1,True
W.P. Kuala Lumpur,table_12_accom,chalet,5.4,5.4,1,True
W.P. Kuala Lumpur,table_12_accom,apartment,3.9,3.9,1,True
W.P. Kuala Lumpur,table_12_accom,homestay_vacation_home,5.3,5.3,1,True
W.P. Kuala Lumpur,table_12_accom,rest_house,3.6,3.6,1,True
W.P. Labuan,table_1,total_receipts_rm_million,194.0,194.064160299471,0,True
W.P. Labuan,table_1,domestic_visitors_thousand,331.0,331.36,0,True
W.P. Labuan,table_1,domestic_trips_thousand,373.0,372.829,0,True
W.P. Labuan,table_1,avg_receipts_per_capita_rm,586.0,585.659585645433,0,True
W.P. Labuan,table_1,avg_receipts_per_trip_rm,521.0,520.517878972588,0,True
W.P. Labuan,table_1,avg_length_of_stay_nights,2.89,2.88632094615376,2,True
W.P. Labuan,table_7,expenditure_by_visitors:receipts,182509.0,182508.895906294,0,True
W.P. Labuan,table_7,expenditure_by_visitors:share,94.0,94.0456473903551,1,True
W.P. Labuan,table_7,shopping:receipts,65358.0,65357.5542889655,0,True
W.P. Labuan,table_7,shopping:share,33.7,33.6783227712468,1,True
W.P. Labuan,table_7,automotive_fuel:receipts,17533.0,17533.1979432338,0,True
W.P. Labuan,table_7,automotive_fuel:share,9.0,9.03474289955311,1,True
W.P. Labuan,table_7,transportation:receipts,20017.0,20017.0933263807,0,True
W.P. Labuan,table_7,transportation:share,10.3,10.3146780402374,1,True
W.P. Labuan,table_7,food_and_beverage:receipts,30999.0,30999.1989169333,0,True
W.P. Labuan,table_7,food_and_beverage:share,16.0,15.9736856455601,1,True
W.P. Labuan,table_7,accommodation:receipts,37054.0,37053.7049626698,0,True
W.P. Labuan,table_7,accommodation:share,19.1,19.0935332446188,1,True
W.P. Labuan,table_7,pre_trip_package_entrance_tickets:receipts,7204.0,7204.01972564804,0,True
W.P. Labuan,table_7,pre_trip_package_entrance_tickets:share,3.7,3.71218452419609,1,True
W.P. Labuan,table_7,other_activities:receipts,4344.0,4344.12674246274,0,True
W.P. Labuan,table_7,other_activities:share,2.2,2.23850026494283,1,True
W.P. Labuan,table_7,expenditure_by_visited_households:receipts,11555.0,11555.2643931769,0,True
W.P. Labuan,table_7,expenditure_by_visited_households:share,6.0,5.95435260964485,1,True
W.P. Labuan,table_7,total_receipts:receipts,194064.0,194064.160299471,0,True
W.P. Labuan,table_7,total_receipts:share,100.0,100,1,True
W.P. Labuan,table_13_income,"≤RM1,000",2.5,2.5,1,True
W.P. Labuan,table_13_income,"RM1,001-3,000",10.9,10.9,1,True
W.P. Labuan,table_13_income,"RM3,001-5,000",18.9,18.9,1,True
W.P. Labuan,table_13_income,"RM5,001-10,000",52.3,52.3,1,True
W.P. Labuan,table_13_income,"≥RM10,001",15.4,15.4,1,True
W.P. Labuan,table_12_accom,relatives_friends_house,39.4,39.4,1,True
W.P. Labuan,table_12_accom,hotel,45.3,45.3,1,True
W.P. Labuan,table_12_accom,chalet,3.9,3.9,1,True
W.P. Labuan,table_12_accom,apartment,3.7,3.7,1,True
W.P. Labuan,table_12_accom,homestay_vacation_home,3.2,3.2,1,True
W.P. Labuan,table_12_accom,rest_house,4.5,4.5,1,True
W.P. Putrajaya,table_1,total_receipts_rm_million,670.0,669.729015248793,0,True
W.P. Putrajaya,table_1,domestic_visitors_thousand,1900.0,1900.379,0,True
W.P. Putrajaya,table_1,domestic_trips_thousand,1965.0,1964.587,0,True
W.P. Putrajaya,table_1,avg_receipts_per_capita_rm,352.0,352.418657146176,0,True
W.P. Putrajaya,table_1,avg_receipts_per_trip_rm,341.0,340.900665253711,0,True
W.P. Putrajaya,table_1,avg_length_of_stay_nights,2.08,2.07967253905832,2,True
W.P. Putrajaya,table_7,expenditure_by_visitors:receipts,634332.0,634331.900113948,0,True
W.P. Putrajaya,table_7,expenditure_by_visitors:share,94.7,94.7147108264833,1,True
W.P. Putrajaya,table_7,shopping:receipts,238298.0,238297.764254898,0,True
W.P. Putrajaya,table_7,shopping:share,35.6,35.5812214834943,1,True
W.P. Putrajaya,table_7,automotive_fuel:receipts,100711.0,100710.788771617,0,True
W.P. Putrajaya,table_7,automotive_fuel:share,15.0,15.0375430179331,1,True
W.P. Putrajaya,table_7,transportation:receipts,67480.0,67480.0610023623,0,True
W.P. Putrajaya,table_7,transportation:share,10.1,10.0757260721778,1,True
W.P. Putrajaya,table_7,food_and_beverage:receipts,111623.0,111622.852483227,0,True
W.P. Putrajaya,table_7,food_and_beverage:share,16.7,16.6668682320358,1,True
W.P. Putrajaya,table_7,accommodation:receipts,54150.0,54150.1811970078,0,True
W.P. Putrajaya,table_7,accommodation:share,8.1,8.08538677048238,1,True
W.P. Putrajaya,table_7,pre_trip_package_entrance_tickets:receipts,31076.0,31075.9383493871,0,True
W.P. Putrajaya,table_7,pre_trip_package_entrance_tickets:share,4.6,4.64007645507832,1,True
W.P. Putrajaya,table_7,other_activities:receipts,30994.0,30994.3140554489,0,True
W.P. Putrajaya,table_7,other_activities:share,4.6,4.62788879528163,1,True
W.P. Putrajaya,table_7,expenditure_by_visited_households:receipts,35397.0,35397.1151348447,0,True
W.P. Putrajaya,table_7,expenditure_by_visited_households:share,5.3,5.28528917351674,1,True
W.P. Putrajaya,table_7,total_receipts:receipts,669729.0,669729.015248793,0,True
W.P. Putrajaya,table_7,total_receipts:share,100.0,100,1,True
W.P. Putrajaya,table_13_income,"≤RM1,000",4.0,4,1,True
W.P. Putrajaya,table_13_income,"RM1,001-3,000",18.3,18.3,1,True
W.P. Putrajaya,table_13_income,"RM3,001-5,000",18.7,18.7,1,True
W.P. Putrajaya,table_13_income,"RM5,001-10,000",36.4,36.4,1,True
W.P. Putrajaya,table_13_income,"≥RM10,001",22.6,22.6,1,True
W.P. Putrajaya,table_12_accom,relatives_friends_house,50.8,50.8,1,True
W.P. Putrajaya,table_12_accom,hotel,37.9,37.9,1,True
W.P. Putrajaya,table_12_accom,chalet,0.2,0.2,1,True
W.P. Putrajaya,table_12_accom,apartment,2.1,2.1,1,True
W.P. Putrajaya,table_12_accom,homestay_vacation_home,3.3,3.3,1,True
W.P. Putrajaya,table_12_accom,rest_house,5.7,5.7,1,True
